team,player,position,age,caps,goals,club,intl_xg_per_shot,weighted_shots,club_npxg_per90,market_value_m,club_form_estimated,intl_xg_norm,club_form_norm,experience_norm,value_norm,composite_score
Egypt,Omar Marmoush,Forward,27,48,11,Manchester City,0.0,8.0,0.547,65.0,False,0.0,0.3647,0.32,0.79,0.3154
England,Eberechi Eze,Midfielder,27,16,3,Arsenal,0.0,2.0,0.285,65.0,False,0.0,0.19,0.1067,0.79,0.3153
Sweden,Gabriel Gudmundsson,Defender,27,24,0,Leeds United,0.0,0.0,0.054,15.0,False,0.0,0.036,0.16,0.5228,0.3148
Uruguay,Darwin Núñez,Forward,26,38,13,Al-Hilal,0.0,0.0,0.58,70.0,False,0.0,0.3867,0.2533,0.8038,0.3148
Croatia,Ivan Perišić,Forward,37,153,38,PSV Eindhoven,0.0587,24.8,0.245,1.3,False,0.2348,0.1633,1.0,0.1571,0.3126
Brazil,Lucas Paquetá,Midfielder,28,62,13,Flamengo,0.0,0.0,0.136,35.0,False,0.0,0.0907,0.4133,0.6757,0.3126
Germany,Waldemar Anton,Defender,29,13,0,Borussia Dortmund,0.0,0.0,0.087,18.0,False,0.0,0.058,0.0867,0.5552,0.3123
Turkey,Çağlar Söyüncü,Defender,30,60,2,Fenerbahçe,0.0,0.0,0.0735,6.0,True,0.0,0.049,0.4,0.3669,0.3108
England,James Trafford,Goalkeeper,23,2,0,Manchester City,0.0,0.0,0.002,18.0,True,0.0,0.0013,0.0133,0.5552,0.3101
Argentina,Facundo Medina,Defender,27,7,0,Marseille,0.0,0.0,0.07,20.0,False,0.0,0.0467,0.0467,0.5741,0.3081
Colombia,James Rodríguez,Midfielder,34,125,31,Minnesota United FC,0.0,0.0,0.155,6.0,True,0.0,0.1033,0.8333,0.3669,0.3077
Norway,Leo Østigård,Defender,26,37,1,Genoa,0.0,0.0,0.0735,10.0,True,0.0,0.049,0.2467,0.4522,0.3075
Senegal,Krépin Diatta,Defender,27,60,2,Monaco,0.0,4.1,0.038,6.0,False,0.0,0.0253,0.4,0.3669,0.3072
Morocco,Sofyan Amrabat,Midfielder,29,74,0,Real Betis,0.0,0.7,0.155,22.0,True,0.0,0.1033,0.4933,0.5912,0.307
England,Morgan Rogers,Midfielder,23,14,1,Aston Villa,0.0,0.0,0.232,70.0,False,0.0,0.1547,0.0933,0.8038,0.3062
Ivory Coast,Ghislain Konan,Defender,30,54,0,Gil Vicente,0.0,1.0,0.0735,6.5,True,0.0,0.049,0.36,0.3799,0.3053
France,Bradley Barcola,Forward,23,19,3,Paris Saint-Germain,0.0,2.0,0.621,70.0,False,0.0,0.414,0.1267,0.8038,0.304
Algeria,Riyad Mahrez,Forward,35,114,38,Al-Ahli,0.0,1.0,0.3899,18.0,True,0.0,0.2599,0.76,0.5552,0.303
Switzerland,Breel Embolo,Forward,29,86,24,Rennes,0.0,0.0,0.601,12.0,False,0.0,0.4007,0.5733,0.4837,0.3029
Portugal,Nélson Semedo,Defender,32,49,0,Fenerbahçe,0.0,0.0,0.031,7.5,False,0.0,0.0207,0.3267,0.4035,0.3029
United States,Christian Pulisic,Forward,27,86,33,Milan,0.0,13.3,0.308,60.0,False,0.0,0.2053,0.5733,0.7752,0.3026
France,Adrien Rabiot,Midfielder,31,58,7,Milan,0.0,9.3,0.265,20.0,False,0.0,0.1767,0.3867,0.5741,0.3026
Scotland,John McGinn,Midfielder,31,86,20,Aston Villa,0.0,0.0,0.152,15.0,False,0.0,0.1013,0.5733,0.5228,0.3019
Austria,Konrad Laimer,Midfielder,29,57,7,Bayern Munich,0.0,2.0,0.139,32.0,False,0.0,0.0927,0.38,0.6593,0.3016
Uruguay,Rodrigo Bentancur,Midfielder,28,74,3,Tottenham Hotspur,0.0,5.3,0.07,27.0,False,0.0,0.0467,0.4933,0.6283,0.3012
Brazil,Raphinha,Forward,29,38,11,Barcelona,0.0,0.0,0.559,50.0,False,0.0,0.3727,0.2533,0.7414,0.2981
Germany,Leon Goretzka,Midfielder,31,70,15,Bayern Munich,0.0,3.5999999999999996,0.238,15.0,False,0.0,0.1587,0.4667,0.5228,0.2978
Japan,Yūto Nagatomo,Defender,39,145,4,FC Tokyo,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.9667,0.0,0.2974
Netherlands,Ryan Gravenberch,Midfielder,24,26,1,Liverpool,0.0,0.0,0.037,90.0,False,0.0,0.0247,0.1733,0.8506,0.2972
Czech Republic,Tomáš Souček,Midfielder,31,90,17,West Ham United,0.0,2.0,0.155,12.0,True,0.0,0.1033,0.6,0.4837,0.2961
Switzerland,Denis Zakaria,Midfielder,29,65,3,Monaco,0.0,0.0,0.122,25.0,False,0.0,0.0813,0.4333,0.6144,0.2954
Senegal,Ismaïla Sarr,Forward,28,82,19,Crystal Palace,0.0,14.5,0.3899,35.0,True,0.0,0.2599,0.5467,0.6757,0.2951
United States,Folarin Balogun,Forward,24,27,9,Monaco,0.0,5.0,0.746,22.0,False,0.0,0.4973,0.18,0.5912,0.2944
Japan,Ayase Ueda,Forward,27,39,16,Feyenoord,0.0,0.0,0.857,8.0,False,0.0,0.5713,0.26,0.4143,0.2932
Turkey,Orkun Kökçü,Midfielder,25,49,4,Beşiktaş,0.0,6.0,0.218,25.0,False,0.0,0.1453,0.3267,0.6144,0.2932
Japan,Takefusa Kubo,Midfielder,25,49,7,Real Sociedad,0.0,0.0,0.159,30.0,False,0.0,0.106,0.3267,0.6475,0.2914
Germany,Nick Woltemade,Forward,24,11,4,Newcastle United,0.0,0.0,0.597,70.0,False,0.0,0.398,0.0733,0.8038,0.2912
Canada,Jonathan David,Forward,26,77,39,Juventus,0.0,13.6,0.3899,35.0,True,0.0,0.2599,0.5133,0.6757,0.2901
Austria,Xaver Schlager,Midfielder,28,51,4,RB Leipzig,0.0,0.0,0.155,28.0,True,0.0,0.1033,0.34,0.6349,0.2895
Netherlands,Cody Gakpo,Forward,27,49,19,Liverpool,0.0,0.0,0.393,70.0,False,0.0,0.262,0.3267,0.8038,0.2884
United States,Weston McKennie,Midfielder,27,66,12,Juventus,0.0,5.5,0.113,22.0,False,0.0,0.0753,0.44,0.5912,0.288
Ivory Coast,Ibrahim Sangaré,Midfielder,28,58,12,Nottingham Forest,0.0,5.0,0.155,22.0,True,0.0,0.1033,0.3867,0.5912,0.2857
Senegal,Pape Matar Sarr,Midfielder,23,39,4,Tottenham Hotspur,0.0,3.8,0.155,35.0,True,0.0,0.1033,0.26,0.6757,0.2857
Scotland,Nathan Patterson,Defender,24,26,1,Everton,0.0,0.0,0.0735,10.0,True,0.0,0.049,0.1733,0.4522,0.2854
Senegal,Nicolas Jackson,Forward,24,32,8,Bayern Munich,0.0,1.0,0.543,45.0,False,0.0,0.362,0.2133,0.7219,0.285
Switzerland,Ricardo Rodriguez,Defender,33,138,9,Real Betis,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.92,0.0,0.2834
France,Maghnes Akliouche,Midfielder,24,8,1,Monaco,0.0,0.0,0.28,45.0,False,0.0,0.1867,0.0533,0.7219,0.2832
France,Marcus Thuram,Forward,28,34,3,Inter Milan,0.0,12.7,0.471,60.0,False,0.0,0.314,0.2267,0.7752,0.2832
Iran,Alireza Beiranvand,Goalkeeper,33,86,0,Tractor,0.0,0.0,0.002,1.2,True,0.0,0.0013,0.5733,0.1487,0.2826
Argentina,Rodrigo De Paul,Midfielder,32,85,2,Inter Miami CF,0.0,0.0,0.062,15.0,False,0.0,0.0413,0.5667,0.5228,0.2826
Portugal,Rafael Leão,Forward,27,44,5,Milan,0.0,0.0,0.335,90.0,False,0.0,0.2233,0.2933,0.8506,0.2811
Brazil,Fabinho,Midfielder,32,32,0,Al-Ittihad,0.0,0.0,0.155,38.0,True,0.0,0.1033,0.2133,0.6908,0.2809
Spain,Dani Olmo,Forward,28,49,12,Barcelona,0.0,0.0,0.38,60.0,False,0.0,0.2533,0.3267,0.7752,0.28
Belgium,Amadou Onana,Midfielder,24,29,1,Aston Villa,0.0,4.4,0.141,42.0,False,0.0,0.094,0.1933,0.7092,0.2796
Spain,Martín Zubimendi,Midfielder,27,25,3,Arsenal,0.0,0.0,0.119,50.0,False,0.0,0.0793,0.1667,0.7414,0.2795
Belgium,Jérémy Doku,Forward,24,43,7,Manchester City,0.0,0.0,0.3899,65.0,True,0.0,0.2599,0.2867,0.79,0.279
Portugal,Samú Costa,Defender,25,5,0,Mallorca,0.0,0.0,0.07,15.0,False,0.0,0.0467,0.0333,0.5228,0.2784
Argentina,Giovani Lo Celso,Midfielder,30,65,4,Real Betis,0.0,3.0,0.156,16.0,False,0.0,0.104,0.4333,0.5342,0.2781
Japan,Daizen Maeda,Midfielder,28,27,4,Celtic,0.0,1.4,0.444,14.0,False,0.0,0.296,0.18,0.5106,0.278
Netherlands,Guus Til,Midfielder,28,6,1,PSV Eindhoven,0.0,0.0,0.562,15.0,False,0.0,0.3747,0.04,0.5228,0.2772
France,Michael Olise,Forward,24,16,4,Bayern Munich,0.0,0.0,0.381,130.0,False,0.0,0.254,0.1067,0.9193,0.2761
Spain,Álex Baena,Midfielder,24,16,2,Atlético Madrid,0.0,0.0,0.22,40.0,False,0.0,0.1467,0.1067,0.7002,0.2754
Norway,Sander Berge,Midfielder,28,65,1,Fulham,0.0,0.0,0.017,25.0,False,0.0,0.0113,0.4333,0.6144,0.2744
United States,Malik Tillman,Midfielder,24,30,3,Bayer Leverkusen,0.0,1.0,0.155,35.0,True,0.0,0.1033,0.2,0.6757,0.2737
Germany,Alexander Nübel,Goalkeeper,29,3,0,VfB Stuttgart,0.0,0.0,0.002,12.0,True,0.0,0.0013,0.02,0.4837,0.2732
Austria,Marcel Sabitzer,Midfielder,32,98,26,Borussia Dortmund,0.0,11.0,0.124,7.0,False,0.0,0.0827,0.6533,0.3921,0.2731
Egypt,Mohamed El Shenawy,Goalkeeper,37,76,0,Al Ahly,0.0,2.0,0.002,1.5,True,0.0,0.0013,0.5067,0.1728,0.2725
Netherlands,Teun Koopmeiners,Midfielder,28,28,3,Juventus,0.0,1.4,0.22,28.0,False,0.0,0.1467,0.1867,0.6349,0.2718
Sweden,Viktor Gyökeres,Forward,28,33,20,Arsenal,0.0,0.0,0.3899,70.0,True,0.0,0.2599,0.22,0.8038,0.2717
Netherlands,Donyell Malen,Forward,27,52,13,Roma,0.0,6.0,0.482,25.0,False,0.0,0.3213,0.3467,0.6144,0.2713
Mexico,Orbelín Pineda,Midfielder,30,92,12,AEK Athens,0.0,4.8,0.155,7.0,True,0.0,0.1033,0.6133,0.3921,0.2713
Mexico,Raúl Jiménez,Forward,35,124,45,Fulham,0.0,0.0,0.431,4.0,False,0.0,0.2873,0.8267,0.3035,0.2709
France,Manu Koné,Midfielder,25,13,0,Roma,0.0,0.0,0.155,50.0,True,0.0,0.1033,0.0867,0.7414,0.2708
Belgium,Koni De Winter,Defender,23,8,0,Milan,0.0,0.0,0.117,12.0,False,0.0,0.078,0.0533,0.4837,0.2695
Turkey,Kenan Yıldız,Forward,21,28,5,Juventus,0.0,0.0,0.3899,75.0,True,0.0,0.2599,0.1867,0.8166,0.2693
United States,Tyler Adams,Midfielder,27,54,2,Bournemouth,0.0,0.7,0.064,25.0,False,0.0,0.0427,0.36,0.6144,0.2691
Belgium,Thomas Meunier,Defender,34,80,10,Lille,0.0,4.5,0.119,1.8,False,0.0,0.0793,0.5333,0.1941,0.2689
Qatar,Akram Afif,Forward,29,125,39,Al-Sadd,0.0,0.0,0.3899,4.5,True,0.0,0.2599,0.8333,0.3215,0.2673
Morocco,Anass Salah-Eddine,Defender,24,9,0,PSV Eindhoven,0.0,0.0,0.0735,12.0,True,0.0,0.049,0.06,0.4837,0.2672
France,N'Golo Kanté,Midfielder,35,68,2,Fenerbahçe,0.0,5.4,0.157,12.0,False,0.0,0.1047,0.4533,0.4837,0.2672
Mexico,Jorge Sánchez,Defender,28,59,3,PAOK,0.0,0.0,0.0735,3.5,True,0.0,0.049,0.3933,0.2836,0.2671
Australia,Harry Souttar,Defender,27,38,11,Leicester City,0.0,0.7,0.0735,6.0,True,0.0,0.049,0.2533,0.3669,0.2668
Austria,Marco Friedl,Defender,28,11,0,Werder Bremen,0.0,0.0,0.027,12.0,False,0.0,0.018,0.0733,0.4837,0.2665
Spain,Gavi,Midfielder,21,29,5,Barcelona,0.0,0.0,0.088,40.0,False,0.0,0.0587,0.1933,0.7002,0.2663
England,Ollie Watkins,Forward,30,21,6,Aston Villa,0.0,3.0,0.578,30.0,False,0.0,0.3853,0.14,0.6475,0.2661
Argentina,Exequiel Palacios,Midfielder,27,38,0,Bayer Leverkusen,0.0,0.0,0.104,30.0,False,0.0,0.0693,0.2533,0.6475,0.2657
Turkey,Mert Müldür,Defender,27,44,3,Fenerbahçe,0.0,3.0,0.074,5.0,False,0.0,0.0493,0.2933,0.3379,0.2643
England,Marcus Rashford,Forward,28,71,18,Barcelona,0.0,9.7,0.265,40.0,False,0.0,0.1767,0.4733,0.7002,0.264
Spain,Ferran Torres,Forward,26,56,24,Barcelona,0.0,0.0,0.3899,30.0,True,0.0,0.2599,0.3733,0.6475,0.2635
Sweden,Mattias Svanberg,Midfielder,27,41,2,VfL Wolfsburg,0.0,0.0,0.309,12.0,False,0.0,0.206,0.2733,0.4837,0.2616
Ivory Coast,Emmanuel Agbadou,Defender,28,20,2,Beşiktaş,0.0,0.0,0.044,9.0,False,0.0,0.0293,0.1333,0.4342,0.2615
France,Rayan Cherki,Midfielder,22,6,2,Manchester City,0.0,0.0,0.155,50.0,True,0.0,0.1033,0.04,0.7414,0.2614
Croatia,Mario Pašalić,Midfielder,31,84,11,Atalanta,0.0,5.1,0.155,7.0,True,0.0,0.1033,0.56,0.3921,0.2606
Brazil,Casemiro,Midfielder,34,85,9,Manchester United,0.0,0.0,0.115,8.0,False,0.0,0.0767,0.5667,0.4143,0.2606
Colombia,Santiago Arias,Defender,34,67,0,Independiente,0.0,1.4,0.0735,2.5,True,0.0,0.049,0.4467,0.2362,0.2595
England,Noni Madueke,Forward,24,10,1,Arsenal,0.0,0.0,0.505,50.0,False,0.0,0.3367,0.0667,0.7414,0.2593
Morocco,Chadi Riad,Defender,22,5,1,Crystal Palace,0.0,0.0,0.0735,12.0,True,0.0,0.049,0.0333,0.4837,0.2592
Mexico,Jesús Gallardo,Defender,31,121,3,Toluca,0.0,0.0,0.167,0.0,False,0.0,0.1113,0.8067,0.0,0.2587
France,Brice Samba,Goalkeeper,32,4,0,Rennes,0.0,0.0,0.002,10.0,True,0.0,0.0013,0.0267,0.4522,0.2582
Netherlands,Justin Kluivert,Midfielder,27,12,0,Bournemouth,0.0,0.0,0.221,32.0,False,0.0,0.1473,0.08,0.6593,0.258
England,Elliot Anderson,Midfielder,23,8,0,Nottingham Forest,0.0,0.0,0.072,60.0,False,0.0,0.048,0.0533,0.7752,0.2576
Germany,Deniz Undav,Forward,29,9,6,VfB Stuttgart,0.0,0.0,0.622,25.0,False,0.0,0.4147,0.06,0.6144,0.2563
France,Warren Zaïre-Emery,Midfielder,20,11,1,Paris Saint-Germain,0.0,0.0,0.095,50.0,False,0.0,0.0633,0.0733,0.7414,0.2561
Senegal,Lamine Camara,Midfielder,22,32,7,Monaco,0.0,3.0,0.096,30.0,False,0.0,0.064,0.2133,0.6475,0.2561
Argentina,Gerónimo Rulli,Goalkeeper,34,7,0,Marseille,0.0,0.0,0.002,9.0,True,0.0,0.0013,0.0467,0.4342,0.2553
Japan,Tsuyoshi Watanabe,Defender,29,11,0,Feyenoord,0.0,0.0,0.068,10.0,False,0.0,0.0453,0.0733,0.4522,0.2549
Algeria,Mohamed Amoura,Forward,26,45,19,VfL Wolfsburg,0.0,0.0,0.3899,32.0,True,0.0,0.2599,0.3,0.6593,0.2548
Czech Republic,Vladimír Coufal,Defender,33,62,2,TSG Hoffenheim,0.0,0.0,0.0735,2.7,True,0.0,0.049,0.4133,0.2467,0.2547
Morocco,Bilal El Khannouss,Midfielder,22,36,3,VfB Stuttgart,0.0,2.0,0.058,30.0,False,0.0,0.0387,0.24,0.6475,0.2539
Netherlands,Mark Flekken,Goalkeeper,32,11,0,Bayer Leverkusen,0.0,0.0,0.002,8.0,True,0.0,0.0013,0.0733,0.4143,0.2536
Uruguay,Manuel Ugarte,Midfielder,25,36,1,Manchester United,0.0,4.0,0.054,30.0,False,0.0,0.036,0.24,0.6475,0.253
Uzbekistan,Eldor Shomurodov,Forward,30,91,44,İstanbul Başakşehir,0.0,0.0,0.47,5.0,False,0.0,0.3133,0.6067,0.3379,0.2526
New Zealand,Chris Wood,Forward,34,90,45,Nottingham Forest,0.0,0.0,0.397,8.0,False,0.0,0.2647,0.6,0.4143,0.2523
Paraguay,Miguel Almirón,Midfielder,32,76,10,Atlanta United FC,0.0,0.0,0.1,9.0,False,0.0,0.0667,0.5067,0.4342,0.2516
Algeria,Farès Chaïbi,Midfielder,23,29,3,Eintracht Frankfurt,0.0,0.0,0.274,15.0,False,0.0,0.1827,0.1933,0.5228,0.2503
Canada,Moïse Bombito,Defender,26,20,0,Nice,0.0,0.0,0.027,8.0,False,0.0,0.018,0.1333,0.4143,0.2498
Turkey,Abdülkerim Bardakcı,Defender,31,26,2,Galatasaray,0.0,2.0,0.0735,6.5,True,0.0,0.049,0.1733,0.3799,0.2493
Croatia,Nikola Vlašić,Midfielder,28,62,10,Torino,0.0,3.5,0.155,10.0,True,0.0,0.1033,0.4133,0.4522,0.2493
United States,Joe Scally,Defender,23,26,0,Borussia Mönchengladbach,0.0,0.0,0.009,7.0,False,0.0,0.006,0.1733,0.3921,0.2489
Senegal,Ismail Jakobs,Defender,26,29,0,Galatasaray,0.0,2.7,0.0735,6.0,True,0.0,0.049,0.1933,0.3669,0.2488
France,Robin Risser,Goalkeeper,21,0,0,Lens,0.0,0.0,0.002,10.0,True,0.0,0.0013,0.0,0.4522,0.2488
Paraguay,Diego Gómez,Midfielder,23,24,3,Brighton & Hove Albion,0.0,0.0,0.162,25.0,False,0.0,0.108,0.16,0.6144,0.2487
United States,Mark McKenzie,Defender,27,29,0,Toulouse,0.0,0.0,0.064,6.0,False,0.0,0.0427,0.1933,0.3669,0.2478
Canada,Derek Cornelius,Defender,28,44,1,Rangers,0.0,1.0,0.078,4.0,False,0.0,0.052,0.2933,0.3035,0.2475
Norway,Jørgen Strand Larsen,Forward,26,27,6,Crystal Palace,0.0,0.0,0.401,40.0,False,0.0,0.2673,0.18,0.7002,0.2472
Turkey,Can Uzun,Forward,20,5,1,Eintracht Frankfurt,0.0,0.0,0.488,45.0,False,0.0,0.3253,0.0333,0.7219,0.247
Germany,Maximilian Beier,Forward,23,9,0,Borussia Dortmund,0.0,0.0,0.541,30.0,False,0.0,0.3607,0.06,0.6475,0.2467
Croatia,Petar Sučić,Midfielder,22,16,1,Inter Milan,0.0,0.0,0.155,30.0,True,0.0,0.1033,0.1067,0.6475,0.2466
Japan,Yukinari Sugawara,Defender,25,21,2,Werder Bremen,0.0,0.0,0.026,7.5,False,0.0,0.0173,0.14,0.4035,0.2463
Saudi Arabia,Saud Abdulhamid,Defender,26,54,1,Lens,0.0,0.0,0.0735,3.0,True,0.0,0.049,0.36,0.2614,0.246
Ivory Coast,Seko Fofana,Midfielder,31,32,7,Porto,0.0364,17.0,0.247,8.0,False,0.1456,0.1647,0.2133,0.4143,0.2455
Belgium,Charles De Ketelaere,Forward,25,30,6,Atalanta,0.0,0.0,0.407,34.0,False,0.0,0.2713,0.2,0.6704,0.2455
Portugal,Matheus Nunes,Midfielder,27,19,2,Manchester City,0.0,0.0,0.064,38.0,False,0.0,0.0427,0.1267,0.6908,0.2454
Colombia,Yerry Mina,Defender,31,53,8,Cagliari,0.0,0.0,0.086,3.0,False,0.0,0.0573,0.3533,0.2614,0.2453
Argentina,Gonzalo Montiel,Defender,29,38,2,River Plate,0.0,0.0,0.0735,4.5,True,0.0,0.049,0.2533,0.3215,0.2441
Portugal,João Félix,Forward,26,53,12,Al-Nassr,0.0,11.7,0.34,25.0,False,0.0,0.2267,0.3533,0.6144,0.2439
Uruguay,Santiago Bueno,Defender,27,8,0,Wolverhampton Wanderers,0.0,0.0,0.018,10.0,False,0.0,0.012,0.0533,0.4522,0.2439
Turkey,Altay Bayındır,Goalkeeper,28,12,0,Manchester United,0.0,0.0,0.002,7.0,True,0.0,0.0013,0.08,0.3921,0.2438
Morocco,Brahim Díaz,Forward,26,25,13,Real Madrid,0.0,0.0,0.3899,40.0,True,0.0,0.2599,0.1667,0.7002,0.243
Sweden,Yasin Ayari,Midfielder,22,21,3,Brighton & Hove Albion,0.0,0.0,0.102,30.0,False,0.0,0.068,0.14,0.6475,0.2426
Sweden,Benjamin Nygren,Midfielder,24,11,3,Celtic,0.0,0.0,0.567,6.5,False,0.0,0.378,0.0733,0.3799,0.242
Tunisia,Ali Abdi,Defender,32,46,7,Nice,0.0,1.0,0.312,2.5,False,0.0,0.208,0.3067,0.2362,0.2413
Switzerland,Johan Manzambi,Midfielder,20,12,3,SC Freiburg,0.0,0.0,0.155,30.0,True,0.0,0.1033,0.08,0.6475,0.2412
Norway,Oscar Bobb,Midfielder,22,19,2,Fulham,0.0,0.0,0.155,25.0,True,0.0,0.1033,0.1267,0.6144,0.2406
Germany,Angelo Stiller,Midfielder,25,8,0,VfB Stuttgart,0.0,0.0,0.067,45.0,False,0.0,0.0447,0.0533,0.7219,0.2406
Senegal,Habib Diarra,Midfielder,22,20,4,Sunderland,0.0,0.0,0.079,32.0,False,0.0,0.0527,0.1333,0.6593,0.2403
Germany,Felix Nmecha,Midfielder,25,8,1,Borussia Dortmund,0.0,0.0,0.065,45.0,False,0.0,0.0433,0.0533,0.7219,0.2402
Iran,Alireza Jahanbakhsh,Midfielder,32,98,17,Dender,0.0,2.8999999999999995,0.155,3.0,True,0.0,0.1033,0.6533,0.2614,0.2401
France,Désiré Doué,Forward,21,6,2,Paris Saint-Germain,0.0,0.0,0.319,90.0,False,0.0,0.2127,0.04,0.8506,0.2399
France,Jean-Philippe Mateta,Forward,28,4,2,Crystal Palace,0.0,0.0,0.479,40.0,False,0.0,0.3193,0.0267,0.7002,0.2398
Algeria,Amine Gouiri,Forward,26,22,8,Marseille,0.0,0.0,0.453,28.0,False,0.0,0.302,0.1467,0.6349,0.2396
Switzerland,Luca Jaquez,Defender,23,3,0,VfB Stuttgart,0.0,0.0,0.0735,10.0,True,0.0,0.049,0.02,0.4522,0.2394
Switzerland,Ardon Jashari,Midfielder,23,8,0,Milan,0.0,0.0,0.155,32.0,True,0.0,0.1033,0.0533,0.6593,0.2394
Qatar,Boualem Khoukhi,Defender,35,116,20,Al-Sadd,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.7733,0.0,0.2393
Uruguay,Rodrigo Zalazar,Midfielder,26,8,2,Braga,0.0,0.0,0.278,20.0,False,0.0,0.1853,0.0533,0.5741,0.2385
Brazil,Gabriel Martinelli,Forward,24,22,4,Arsenal,0.0,0.0,0.359,45.0,False,0.0,0.2393,0.1467,0.7219,0.2382
Iran,Milad Mohammadi,Defender,32,76,1,Persepolis,0.0,0.0,0.0735,1.3,True,0.0,0.049,0.5067,0.1571,0.2379
Uruguay,Sergio Rochet,Goalkeeper,33,35,0,Internacional,0.0,0.0,0.002,3.5,True,0.0,0.0013,0.2333,0.2836,0.2378
Bosnia and Herzegovina,Nikola Vasilj,Goalkeeper,30,26,0,FC St. Pauli,0.0,0.0,0.002,4.5,True,0.0,0.0013,0.1733,0.3215,0.2376
Scotland,Ché Adams,Forward,29,47,13,Torino,0.0,0.0,0.3899,18.0,True,0.0,0.2599,0.3133,0.5552,0.236
Iraq,Jalal Hassan,Goalkeeper,35,101,0,Al-Zawraa,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.6733,0.0,0.2358
England,Kobbie Mainoo,Midfielder,21,13,0,Manchester United,0.0,5.0,0.04,40.0,False,0.0,0.0267,0.0867,0.7002,0.2354
Morocco,Issa Diop,Defender,29,3,0,Fulham,0.0,0.0,0.033,10.0,False,0.0,0.022,0.02,0.4522,0.2354
Portugal,Rui Silva,Goalkeeper,32,3,0,Sporting CP,0.0,0.0,0.002,8.0,True,0.0,0.0013,0.02,0.4143,0.235
Belgium,Axel Witsel,Midfielder,37,138,12,Girona,0.0,3.1000000000000005,0.007,1.4,False,0.0,0.0047,0.92,0.1651,0.2349
Austria,Romano Schmid,Midfielder,26,34,3,Werder Bremen,0.0,1.0,0.129,17.0,False,0.0,0.086,0.2267,0.545,0.2346
Scotland,Ryan Christie,Midfielder,31,68,10,Bournemouth,0.0,0.0,0.068,9.0,False,0.0,0.0453,0.4533,0.4342,0.2345
Turkey,Ozan Kabak,Defender,26,29,2,TSG Hoffenheim,0.0,0.0,0.0735,5.0,True,0.0,0.049,0.1933,0.3379,0.2343
England,Ivan Toney,Forward,30,8,1,Al-Ahli,0.0,1.0,0.3899,50.0,True,0.0,0.2599,0.0533,0.7414,0.2342
Turkey,Kerem Aktürkoğlu,Forward,27,51,15,Fenerbahçe,0.0,0.0,0.323,22.0,False,0.0,0.2153,0.34,0.5912,0.2338
Tunisia,Ellyes Skhiri,Midfielder,31,83,4,Eintracht Frankfurt,0.0,0.0,0.063,6.0,False,0.0,0.042,0.5533,0.3669,0.2333
United States,Brenden Aaronson,Forward,25,58,9,Leeds United,0.0,0.7,0.3899,12.0,True,0.0,0.2599,0.3867,0.4837,0.2327
Sweden,Lucas Bergvall,Midfielder,20,10,0,Tottenham Hotspur,0.0,0.0,0.046,40.0,False,0.0,0.0307,0.0667,0.7002,0.2326
Senegal,Yehvann Diouf,Goalkeeper,26,2,0,Nice,0.0,0.0,0.002,8.0,False,0.0,0.0013,0.0133,0.4143,0.2326
Spain,Mikel Oyarzabal,Forward,29,52,24,Real Sociedad,0.0,6.0,0.288,25.0,False,0.0,0.192,0.3467,0.6144,0.2325
Ghana,Alidu Seidu,Defender,26,24,1,Rennes,0.0,0.7,0.011,6.0,False,0.0,0.0073,0.16,0.3669,0.2325
Colombia,Luis Suárez,Forward,28,11,5,Sporting CP,0.0,0.0,0.803,4.0,False,0.0,0.5353,0.0733,0.3035,0.2323
Turkey,Eren Elmalı,Defender,25,22,0,Galatasaray,0.0,0.0,0.176,5.0,False,0.0,0.1173,0.1467,0.3379,0.2306
Morocco,Azzedine Ounahi,Midfielder,26,48,9,Girona,0.0,11.2,0.155,10.0,True,0.0,0.1033,0.32,0.4522,0.2306
Australia,Jordan Bos,Defender,23,27,4,Feyenoord,0.0,0.0,0.0735,5.0,True,0.0,0.049,0.18,0.3379,0.2303
Norway,Ørjan Nyland,Goalkeeper,35,70,0,Sevilla,0.0,0.0,0.002,0.9,True,0.0,0.0013,0.4667,0.121,0.23
Turkey,Arda Güler,Forward,21,28,6,Real Madrid,0.0,9.0,0.287,45.0,False,0.0,0.1913,0.1867,0.7219,0.2298
Scotland,Grant Hanley,Defender,34,68,2,Hibernian,0.0,0.0,0.0735,1.5,True,0.0,0.049,0.4533,0.1728,0.2297
Japan,Wataru Endo,Midfielder,33,73,4,Liverpool,0.0,4.199999999999999,0.155,5.0,True,0.0,0.1033,0.4867,0.3379,0.2297
Switzerland,Dan Ndoye,Forward,25,31,8,Nottingham Forest,0.0,14.0,0.292,40.0,False,0.0,0.1947,0.2067,0.7002,0.2295
Spain,Yéremy Pino,Forward,23,22,4,Crystal Palace,0.0,0.0,0.3899,30.0,True,0.0,0.2599,0.1467,0.6475,0.2295
Cape Verde,Wagner Pina,Defender,23,13,0,Trabzonspor,0.0,0.0,0.0735,7.0,True,0.0,0.049,0.0867,0.3921,0.2294
England,Anthony Gordon,Forward,25,18,2,Newcastle United,0.0,0.0,0.279,60.0,False,0.0,0.186,0.12,0.7752,0.2288
